QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,skill,b
705,207,Round integers to the nearest 100,213,"Rounding to the Nearest Whole (10, 100, etc)",C,"A number rounds to \( 20,000 \) when rounded to the nearest ten thousand, thousand and hundred.
Which number could this be?",\( 19199 \),\( 20074 \),\( 20043 \),\( 19949 \),1988.0,1379.0,,1988.0,,0.0
708,3319,"Solve problems involving converting between fractions, decimals and percentages",238,Converting between Fractions and Percentages,B,\( 0.4=\frac{2}{5}=? \% \),\( 25 \% \),\( 40 \% \),\( 50 \% \),\( 4 \% \),1786.0,,,61.0,,0.0
711,3226,Write a missing term of a descending integer linear sequence,171,Linear Sequences (nth term),C,"\( 53, \quad 46, \quad 39, \quad \ldots \) What is the \( 8^{\text {th }} \) term in this linear sequence?",\( 32 \),\( 5 \),\( 4 \),\( -3 \),672.0,,,,Sequences,1.0
714,3115,Carry out a subtraction problem with positive integers where the answer is less than 0,202,Place Value,C,\( 609-1000= \),\( -401 \),\( 391 \),\( -391 \),This problem cannot be solved,,1054.0,,712.0,,0.0
715,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,A,"Tom and Katie are arguing about a first step to solve this equation:
\(
\frac{m}{4}-1=20
\)
Tom says you can write: \( \frac{m}{4}=21 \)
Katie says you can write: \( m-1=80 \)
Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,340.0,340.0,1130.0,Algebra,1.0
717,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,C,"Factorise this expression, if possible: \( p^{2}-100 \)",\( p(p-10) \),\( (p-10)(p-10) \),\( (p-10)(p+10) \),Does not factorise,113.0,547.0,,113.0,,0.0
718,3134,Identify factors of algebraic expressions,219,Factors and Highest Common Factor,C,"Tom and Katie are discussing factors of \( \mathbf{1 2 y} \)
Tom says \( y \) is a factor of \( 12 y \)
Katie says \( 3 \) is a factor of \( 12 y \)
Who do you agree with?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,331.0,1614.0,,331.0,,0.0
719,207,Round integers to the nearest 100,213,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( \mathbf{3 2 0} 050 \) rounded to the nearest hundred?,\( 321000 \),\( 320050 \),\( 320100 \),\( 320000 \),,1248.0,,,,0.0
720,1290,Prove statements involving multiples,1081,Algebraic Proof,C,Which of the following expressions is always a multiple of \( 5 \) if \( n \) is a positive integer.,\( n+5 \),\( 2 n+3 \),\( 10 n \),\( 5 n+2 \),1524.0,845.0,,2027.0,,0.0
721,220,Round numbers greater than 1 to one significant figure,215,Rounding to Significant Figures,B,What is \( \mathbf{4 5 . 6 2 8} \) rounded to one significant figure?,\( 45.6 \),\( 50 \),\( 40 \),\( 4 \),739.0,,1379.0,,,0.0
728,3120,Insert brackets to make a calculation correct,33,BIDMAS,D,Add brackets to this calculation to make the answer \( 7 \). \( 16-6+4 \div 2 \),\( 16-(6+4) \div 2 \),\( (16-6)+4 \div 2 \),\( 16-6+(4 \div 2) \),\( (16-6+4) \div 2 \),1507.0,1507.0,1507.0,,,0.0
731,471,Recognise cube numbers,245,"Squares, Cubes, etc",A,Which of the following numbers is a cube number?,\( 1 \),\( 3 \),\( 9 \),None of these numbers are cube numbers,,1618.0,2576.0,2583.0,,0.0
733,196,Divide integers of 3 or more digits using short division,208,Written Division,C,"\[
3 \times \square=384
\]

Find the missing number.",\( 121 \),\( 1152 \),\( 128 \),\( 161 \),339.0,2271.0,,138.0,,0.0
734,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,A,Which shape has rotational symmetry order \( 2 \) ?,![Rectangle](),![Square](),![Trapezium](),![Hexagon](),,2355.0,2355.0,1007.0,,0.0
737,722,Write a surd in the form √a in a simplified form,248,Simplifying Surds,A,"\(
\sqrt{75}=n \sqrt{3}
\)

What is the value of \( n \) ?",\( 5 \),\( 25 \),\( 9 \),\( 72 \),,2384.0,,1140.0,Indices & Surds,1.0
739,3133,Write algebraic expressions with correct algebraic convention involving powers,70,Writing Expressions,C,"Which answer shows the following calculation using the correct algebraic convention?
\(
l \times 3 \times l \times l \times g \times g
\)",\(l3llgg\),\( l 3 l^{2} g^{2} \),\( 3 g^{2} l^{3} \),\( 3 g g l^{3} \),1630.0,2051.0,,1630.0,Algebra,1.0
740,224,Round numbers between 0 and 1 to two significant figures,215,Rounding to Significant Figures,D,What is \( \mathbf{0 . 0 3 7 3} \) rounded to two significant figures?,\( 0 \),\( 0.0 \),\( 0.04 \),\( 0.037 \),1876.0,1876.0,739.0,,,0.0
741,1262,Recognise and name an equation,70,Writing Expressions,C,Which of the following is the most appropriate word to describe: \( 6-3 g=3 \),Variable,Expression,Equation,Term,196.0,1834.0,,68.0,Algebra,1.0
743,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,A,"Tom and Katie are discussing the output of this \( 2 \)-step function machine input \(x\rightarrow+ 10\rightarrow\) multiplied by 3\(\rightarrow\) output Tom says the output is \( \mathbf{3 x}+\mathbf{3 0} \)
Katie says the output is \( \mathbf{1 0}+\mathbf{3} \boldsymbol{x} \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,77.0,,,,0.0
746,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,B,\( 4+12 \div(2+2)= \),\( 10 \),\( 7 \),\( 12 \),\( 4 \),1507.0,,2488.0,1862.0,,0.0
748,2480,Identify a prism from a diagram,177,Names and Properties of 3D Shapes,B,Which of the following shapes is a hexagonal prism?,![A hexagon.](),![A 3D-shape with 2 identical hexagonal faces connected by 6 rectangular faces.](),![A 3D-shape with a hexagonal base and 6 triangular faces that meet at a single vertex above the hexagonal base.](),![A 3D-shape with 2 identical octagonal faces connected by 8 rectangular faces.](),1927.0,,1783.0,374.0,,0.0
749,211,Round non-integers to the nearest 10,213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( \mathbf{9 8 9 . 9 8 9} \) rounded to the nearest ten?,\( 990 \),\( 1000 \),\( 989 \),\( 980 \),,1248.0,2392.0,1379.0,,0.0
750,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,D,"Simplify the following, if possible:
\(
\frac{3 m+15}{m^{2}-2 m+15}
\)",\( \frac{3}{m-2} \),\( \frac{3 m}{m^{2}-2 m} \),\( \frac{3}{m-3} \),Does not simplify,,143.0,,,,0.0
751,2869,Interpret a pie chart,109,Pie Chart,D,A darts player hits his target \( 40 \% \) of the time. Which pie chart represents his hits and misses?,![Pie chart showing hits highlighted with 320 degrees of the chart and misses with 40 degrees.](),"![Pie chart showing hits with 2/3 of the chart and misses, highlighted in red, with 1/3]()","![Pie chart showing hits, in white, with 320 degrees of the chart and misses, highlighted in red, with 40 degrees.]()","![Pie chart showing hits with just over 1/3 of the chart, highlighted in red and misses, in white, with just under 2/3]()",,1769.0,,,,0.0
755,306,Subtract decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,D,\( 70.04-0.1= \),\( 69.93 \),\( 70.94 \),\( 70.03 \),\( 69.94 \),,699.0,2346.0,,,0.0
756,3412,Convert between l and m³ ,197,Volume and Capacity Units,D,\( 10 \) litres \( =\square \) cubic metres,\( 10000 \),\( 100 \),\( 10 \),\( 0.01 \),1651.0,,230.0,,,0.0
762,437,Subtract fractions involving mixed number fractions with different denominators,230,Adding and Subtracting Fractions,B,\( 5 \frac{3}{5}-2 \frac{1}{2}= \) Leave your answer as a mixed number,\( \frac{23}{3} \),\( 3 \frac{1}{10} \),\( \frac{31}{10} \),\( 3 \frac{2}{3} \),,,687.0,172.0,Fractions,1.0
764,343,Identify common multiples of two numbers,220,Multiples and Lowest Common Multiple,B,"""Common multiples of \( 2 \) and \( 5 \) are also multiples of \( 25 "" \)
Is this statement...",always true,sometimes true,never true,Impossible to say,,,2417.0,2417.0,,0.0
765,2480,Identify a prism from a diagram,177,Names and Properties of 3D Shapes,A,Which of the following shapes is a triangular prism?,![The correct answer](),![An incorrect answer](),![An incorrect answer](),![An incorrect answer](),,2241.0,2025.0,1927.0,,0.0
767,2635,Identify whether two shapes are similar or not,90,Length Scale Factors in Similar Shapes,C,Which of these statements is false?,"""All circles are similar""","""All equilateral triangles are similar""","""All rhombuses are similar""","""All regular decagons are similar""",1895.0,1509.0,,1509.0,,0.0
768,48,Find another power of 10 more than a given number,202,Place Value,A,"What number is \( 10,000 \) more than \( 899,051 \) ?","\( 909,051 \)","\( 809,051 \)","\( 999,051 \)","\( 8,990,510,000 \)",,1383.0,1533.0,126.0,,0.0
770,440,Multiply proper fractions in the form: Fraction × Integer,231,Multiplying Fractions,A,"Tom and Katie are arguing about the answer to \( \frac{1}{5} \times 9 \)
Tom says \( \frac{1}{5} \times 9=1 \frac{4}{5} \)
Katie says \( \frac{1}{5} \times 9=\frac{9}{45} \)
Who is correct?",Only Tom,"Only
Katie",Both Tom and Katie,Neither is correct,,1976.0,,,Fractions,1.0
771,665,Recognise graphical representations of inverse proportion in the form y = k/x,244,Indirect (Inverse) Proportion,C,Which of the following graphs is most likely to illustrate the time taken to complete a job \( (t) \) changes depending on the number of people working on it \( (p) \),"![A straight line from bottom left to top right, starting from above the origin ]()","![A straight line from top left to bottom right, starting from above the origin]()",![A curved line from top left rapidly descending as it moves right before slowing down and levelling out ](),"![A straight line from bottom left to top right, starting from the origin]()",,16.0,,766.0,Ratio & Proportion,1.0
772,311,Multiply a decimal by an integer,224,Multiplying and Dividing with Decimals,C,"Work out:
\[
0.03 \times 12
\]",\( 0.036 \),\( 0.306 \),\( 0.36 \),\( 3.6 \),1035.0,151.0,,2350.0,,0.0
773,2112,Convert between ml and l,197,Volume and Capacity Units,A,\( 3000 \mathrm{ml} \) is the same as \(___\) litres,\( 3 \),\( 30 \),\( 300 \),\( 3000000 \),,1120.0,1645.0,1074.0,,0.0
775,3066,Convert from minutes to hours,209,Time,D,\( 3 \) hours \( +700 \) minutes \( = \),\( 11 \) hours and \( 40 \) minutes,\( 10 \) hours,\( 14 \) hours and \( 66 \) minutes,\( 14 \) hours and \( 40 \) minutes,,161.0,427.0,,,0.0
777,1898,Construct an angle of 60° using a ruler and a compass,191,Construct Triangle,C,Which of the following best describes how to construct an angle of \( 60^{\circ} \) using a ruler and a pair of compasses?,"- Draw a straight line with a ruler
- Set the compasses to a width equal to the length of the line
- Draw an arc above the line from one end of the line
- Do the same from the other end of the line 
- Draw a straight line from the ends of each line to where the arcs intersect 
- Bisect the angle created","- Draw a straight line with a ruler
- Set the compasses to a width at least the length of the line
- Draw an arc above the line and below from one end of the line
- Do the same from the other end of the line
- Join up where the lines intersect
- Bisect the angle created","- Draw a straight line with a ruler
- Set the compasses to a width equal to the length of the line
- Draw an arc above the line from one end of the line
- Do the same from the other end of the line 
- Draw a straight line from the ends of each line to where the arcs intersect","- Draw a straight line with a ruler
- Set the compasses to a width at least the length of the line
- Draw an arc above the line and below from one end of the line
- Do the same from the other end of the line 
- Join up where the lines intersect",,,,542.0,,0.0
778,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,B,"Tom and Katie are arguing about a first step to solve this equation:
\(
4(m-1)=20
\)
Tom says you can write: \( 4 m=21 \)
Katie says you can write: \( m-1=5 \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,220.0,,220.0,1017.0,Algebra,1.0
779,3134,Identify factors of algebraic expressions,219,Factors and Highest Common Factor,D,"Tom and Katie are discussing factors

Tom says \( 3 \) is a common factor of \( 18 x \) and \( 29 y \)

Katie says \( x \) is a common factor of \( 6 x \) and \( 9 y \)

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,109.0,,,,,0.0
780,2390,Identify a rhombus from a description of the properties,88,Properties of Quadrilaterals,B,"Tom and Katie have been asked to give the name of a quadrilateral with four equal sides
Tom says arrowhead
Katie says rhombus
Who do you agree with?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,106.0,,106.0,106.0,,0.0
782,411,Simplify fractions that simplify to a non-unit fraction,227,Simplifying Fractions,B,Simplify fully (if possible): \( \frac{45}{60} \),\( \frac{9}{12} \),\( \frac{3}{4} \),\( \frac{21}{28} \),Cannot be simplified,1825.0,,1825.0,,Fractions,1.0
784,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,A,"When factorised, \( x^{2}-64 \) will become...",\( (x+8)(x-8) \),\( x(x-64) \),\( x(x-8) \),\( (x-8)(x-8) \),,113.0,113.0,547.0,,0.0
787,1482,"Solve linear equations with the variable appearing on both sides, with all positive integers",64,Linear Equations,D,"Jo and Paul are arguing about a first step to solve this equation:
\(2 v-5=6 v-3\)

Jo says you can write: \( 2 v-8=6 v \)

Paul says you can write: \( 2 v=6 v-8 \)

Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,1214.0,1214.0,1214.0,,Algebra,1.0
788,1006,State the coordinates of the turning point for quadratic graphs in the form (x + p)² + q,256,Completing the Square,A,What are the co-ordinates of the turning point of the graph of \( y=(x-1)^{2}+4 \) ?,"\( (1,4) \)","\( (1,-4) \)","\( (-1,4) \)","\( (-1,-4) \)",,117.0,2436.0,166.0,Quadratics,1.0
789,424,Add proper fractions with the same denominator,230,Adding and Subtracting Fractions,C,"Work out:
\(
\frac{3}{10}+\frac{5}{10}
\)
Write your answer in its simplest form.",\( \frac{8}{20} \),\( \frac{8}{10} \),\( \frac{4}{5} \),\( \frac{4}{10} \),217.0,29.0,,217.0,Fractions,1.0
793,1400,"Calculate the distance between two coordinates in 2D, where all the values are integers but at least one is negative",410,Distance Between Two Co-ordinates,B,"Amy is trying to work out the distance between these two points: \( (1,-6) \) and \( (-5,2) \) She wants to use a formula.

Which formula should she use?",\( \sqrt{\left(x_{2}+x_{1}\right)^{2}-\left(y_{2}+y_{1}\right)^{2}} \),\( \sqrt{\left(x_{2}-x_{1}\right)^{2}+\left(y_{2}-y_{1}\right)^{2}} \),"\( \left(\frac{x_{1}+x_{2}}{2}, \frac{y_{1}+y_{2}}{2}\right) \)",\( \frac{y_{2}-y_{1}}{x_{2}-x_{1}} \),,,745.0,1386.0,,0.0
794,2947,Know that the probabilities of exhaustive events must sum to 1,111,Probability of Single Events,D,"A bag contains some strawberry sweets, some orange sweets and some blackcurrant sweets.

The probability of choosing a strawberry sweet is \( 0.8 \).

What is the probability of choosing an orange sweet?",\( \frac{1}{3} \),\( 0.1 \),\( 0.2 \),Impossible to know,2265.0,,1511.0,,Probability,1.0
795,71,Solve problems that combine addition and subtraction,1975,Combining Operations,C,"Amy is collecting shells on the beach. She collected \( 16 \) shells on Monday. She collected \( 11 \) less shells on Tuesday than on Monday.
How many shells does Amy have altogether?",\( 43 \),\( 27 \),\( 21 \),\( 5 \),,1773.0,,,,0.0
796,473,Calculate the square of a number,246,"Square Roots, Cube Roots, etc",C,\( 12^{2}= \),\( 24 \),\( 122 \),\( 144 \),\( 1212 \),2316.0,2352.0,,446.0,,0.0
797,560,Calculate questions involving the power law of indices with negative integer powers,160,Graphs of Exponentials and Other Powers of x,C,"Tom and Katie are discussing \( \boldsymbol{y}=\mathbf{3}^{\boldsymbol{x}} \)
Tom says there is no value of \( x \) that can make \( y \) negative.
Katie says there is no value of \( x \) that can make \( y \) equal to \( 0 \).
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,433.0,,,,0.0
799,433,Subtract proper fractions with different denominators where one is a multiple of the other,230,Adding and Subtracting Fractions,B,\( \frac{5}{12}-\frac{1}{6}= \),\( \frac{7}{12} \),\( \frac{3}{12} \),\( \frac{4}{6} \),\( \frac{4}{12} \),1514.0,,172.0,1206.0,Fractions,1.0
802,1472,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64,Linear Equations,A,"Solve the equation:
\(
\frac{t+1}{3}=\frac{5}{4}
\)",\( t=2 \frac{3}{4} \),\( t=-\frac{7}{12} \),\( t=\frac{3}{4} \),\( t=\frac{11}{12} \),,78.0,1566.0,,Algebra,1.0
806,1042,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166,Solving Linear Inequalities,D,"Solve the inequality:
\(-\frac{1}{3} y \leq-6\)",\( y \leq 18 \),\( y \geq 2 \),\( y \leq 2 \),\( y \geq 18 \),811.0,133.0,,,,0.0
809,1521,Rearrange formulae to change the subject where the subject appears once and one step is needed,60,Rearranging Formula and Equations,B,"Step \( 2 \)

Which is the correct next step rearrangement of the following formula, making \( u \) the subject?
\[
7 t-13=u(5+2 t)
\]",\( u=5 t-8 \),\( u=\frac{7 t-13}{5+2 t} \),\( u=\frac{5+2 t}{7 t-13} \),\( u=9 t-8 \),1190.0,,,1049.0,,0.0
811,1103,Use the nth term rule for ascending integer linear sequences to find another term in the sequence,171,Linear Sequences (nth term),B,"If you know the first term of a linear sequence and you multiply it by \( 10 \), you get the \( 10^{\text {th }} \) term of that sequence.
Is this statement...",always true,sometimes true,never true,Need more information,1582.0,,557.0,,Sequences,1.0
815,575,Calculate percentage of an amount mentally where the percent is a multiple of 10,233,Percentages of an Amount,D,\( 20 \% \) of \( \pounds 140= \),\( £ 280 \),\( £ 20 \),\( £ 120 \),\( £ 28 \),,2138.0,904.0,,,0.0
818,400,Calculate unit fractions of an amount,225,Fractions of an Amount,B,\( \frac{1}{20} \) of \( 7=? \times 7 \),\( 0.5 \),\( 0.05 \),\( 0.2 \),\( 20 \),,,760.0,2458.0,,0.0
819,255,Carry out subtraction problems involving one negative integer,211,Adding and Subtracting Negative Numbers,A,\( 6-(-8)= \),\( 14 \),\( -14 \),\( 2 \),\( -2 \),,1282.0,,1805.0,,0.0
820,208,Round integers to the nearest 1000,213,"Rounding to the Nearest Whole (10, 100, etc)",D,"A distance has been rounded to the nearest \( \mathrm{km} \), giving \( 106 \) \( \mathrm{km} \).
Which of these values could the distance \( \underline{not} \) be?",\( 106220 \mathrm{~m} \),\( 105605 \mathrm{~m} \),\( 105698 \mathrm{~m} \),\( 106502 \mathrm{~m} \),1988.0,1379.0,1379.0,,,0.0
821,1629,Multiply algebraic fractions involving non-linear expressions,1079,Multiplying and Dividing Algebraic Fractions,B,"Write this as a single fraction as simply as possible
\(
\frac{2}{m^{2}-4 m+3} \times \frac{m-3}{4}
\)",\( \frac{8}{m-1} \),\( \frac{1}{2(m-1)} \),\( \frac{2 m-6}{4 m^{2}-16 m+12} \),\( \frac{2}{m-1} \),,,792.0,,,0.0
822,3184,Recognise an exponential graph from its shape,160,Graphs of Exponentials and Other Powers of x,A,Which of the following is most likely to be the graph of a exponential function?,"![A curved graph that starts just above the x-axis on the left and travels right and very gradually up. Just before it reaches the y-axis it travels more steeply up and right, going through a point on the y-axis above the origin and continually steeply rising up and right.]()","![A graph with two curves, in the top right and bottom left quadrants. The top right curves starts up and right of the origin and travels steeply down and right, it then levels off to travel alongside the x-axis without touching it. The bottom left curve starts down and left of the origin, travels steeply up and left, it then levels off just below the x-axis without touching it.]()","![A curved graph that starts in the top left, travels steeply down and right, turns to travel steeply up and right, to the origin, where it turns around to travel down and right again.]()","![A curved graph, an upside down symmetrical U shape. It starts in the bottom left, travels steeply up and right, turns at a point on the y-axis above the origin and travels steeply right and down.]()",,2544.0,1436.0,76.0,,0.0
824,10,Count backwards in steps of of something other than one,200,Counting,D,"Amelie is counting backwards in steps of \( 4 \).
She starts at the number \( 24,993 \)
what is the next number she will say?","\( 24,988 \)","\( 24,992 \)","\( 24,990 \)","\( 24,989 \)",,878.0,1824.0,,,0.0
825,3329,Understand the relationship between different factors of a number,219,Factors and Highest Common Factor,B,"If \( 12 \) is a factor of a number, then another factor of that number must be...",\( 5 \) and \( 7 \),\( 4 \),\( 24 \),Impossible to say,1946.0,,573.0,,,0.0
826,311,Multiply a decimal by an integer,204,Mental Multiplication and Division,D,\( 9.4 \times 50= \),\( 4700 \),\( 420 \),\( 940 \),\( 470 \),2055.0,,,,,0.0
827,411,Simplify fractions that simplify to a non-unit fraction,227,Simplifying Fractions,D,"Jo and Paul are arguing about simplifying fractions.

Jo says you can never simplify a fraction if either the numerator or denominator is a prime number.

Paul says you will always be able to simplify a fraction if neither the numerator or denominator is prime.

Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,2363.0,557.0,,,Fractions,1.0
828,575,Calculate percentage of an amount mentally where the percent is a multiple of 10,233,Percentages of an Amount,B,\( 30 \% \) of \( £ 120= \),\( £ 30 \),\( £ 36 \),\( £ 90 \),\( £ 360 \),2138.0,,,,,0.0
829,1407,Expand two brackets with linear terms in the form (x + a)(x + b),51,Expanding Double Brackets,A,"Multiply out the brackets:
\[
(m-3)(m-2)
\]",\( m^{2}-5 m+6 \),\( m^{2}-m-6 \),\( m^{2}+5 m+6 \),\( m^{2}-5 m-6 \),,,1639.0,1597.0,Algebra,1.0
831,3134,Identify factors of algebraic expressions,52,Factorising into a Single Bracket,D,Which of the following is a factor of: \( 6 p^{2}+11 p \),\( 6 \),\( 11 \),\( p^{2} \),\( p \),91.0,91.0,91.0,,,0.0
835,2040,Convert from kilometers to miles,195,Length Units,A,\( 1 \mathrm{~km} \approx 0.6 \) miles \( 3 \mathrm{~km} \approx \square \) miles,\( 1.8 \),\( 2.6 \),\( 3.6 \),\( 0.18 \),,,306.0,189.0,,0.0
837,1525,Substitute positive integer values into expressions involving no powers or roots,67,Substitution into Formula,D,"\[
\text { When } h=10 \text { and } j=4
\]

Which of the following pairs of statements is true?",\( \begin{array}{l}h(j+2)=60 \\ h(2+j)=-60\end{array} \),\( \begin{array}{l}h(j+2)=42 \\ h(2+j)=24\end{array} \),\( \begin{array}{l}h(j+2)=24 \\ h(2+j)=42\end{array} \),\( \begin{array}{l}h(j+2)=60 \\ h(2+j)=60\end{array} \),1336.0,1336.0,1336.0,,,0.0
839,31,Use inequality notation to order integers with the same number of digits,202,Place Value,D,"Which signs belong in the boxes to make the statement correct?
\( 76426 \)\[ {\color{blue}\square} \]\( 76462 \)\[ {\color{orange}\square} \]\( 74662 \)","![A blue box containing a ""greater than"" symbol  and an orange box containing a ""less than"" symbol]()","![A blue box containing a ""less than"" symbol and an orange box containing a ""less than"" symbol]()","![A blue box containing a ""greater than"" symbol  and an orange box containing a ""greater than"" symbol]()","![A blue box containing a ""less than"" symbol  and an orange box containing a ""greater than"" symbol]()",1880.0,655.0,655.0,,,0.0
840,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,B,"Tom and Katie are discussing how to solve:
\(
\frac{8 x}{5}=40
\)

Tom says a correct next line of working could be: \( 8 x=8 \)
Katie says a correct next line of working could be: \( \frac{x}{5}=5 \)
Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,1214.0,,,381.0,Algebra,1.0
842,362,Convert fractions less than 1 to terminating decimals of 1 decimal place,237,Converting between Fractions and Decimals,C,Convert \( \frac{4}{20} \) into a decimal,\( 5.0 \),\( 0.4 \),\( 0.2 \),\( 4.20 \),1542.0,1715.0,,2308.0,,0.0
845,2438,Identify a right-angled triangle from a description of the properties,175,Properties of Triangles,A,"A triangle has the following angles: \( 90\degree, 50\degree, 40\degree \)
Tom says the triangle is right-angled
Katie says the triangle is isosceles
Who is correct?",Only Tom,Both Tom and Katie,Only Katie,Neither are correct,,,1886.0,219.0,Geometry,1.0
846,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,C,"Tom and Katie are trying to calculate the answer to \( 19 \times 8 \)
Tom does this: \( 20 \times 8-1 \times 8 \)
Katie does this: \( 10 \times 8+9 \times 8 \)
Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,,,488.0,,0.0
849,55,Can read Roman numerals between 100 and 1000,202,Place Value,C,What number is this CCXLIX?,\( 271 \),\( 269 \),\( 249 \),\( 259 \),2413.0,2413.0,,,,0.0
851,381,Convert decimals less than 1 with 2 decimal place to percentages,239,Converting between Decimals and Percentages,A,Write \( 0.07 \) as a percentage.,\( 7 \% \),\( \frac{7}{100} \),\( 70 \% \),\( 0.07 \% \),,,539.0,1965.0,,0.0
853,400,Calculate unit fractions of an amount,225,Fractions of an Amount,A,\( \frac{1}{5} \) of \( 35= \),\( 7 \),\( 5 \),\( 3 \),\( 30 \),,,,2154.0,,0.0
854,471,Recognise cube numbers,246,"Square Roots, Cube Roots, etc",B,What is the first cube number greater than \( 100 ? \),\( 103 \),\( 125 \),\( 121 \),\( 102 \),2583.0,,2576.0,1427.0,,0.0
855,1628,Multiply algebraic fractions where the numerators and denominators involve linear expressions,1079,Multiplying and Dividing Algebraic Fractions,B,Write this as a single fraction as simply as possible: \( \frac{5}{x-3} \times \frac{x^{2}}{2 y} \),\( \frac{10 y}{x^{2}(x-3)} \),\( \frac{5 x^{2}}{2 y(x-3)} \),\( \frac{5 x^{2}}{x-6 y} \),\( \frac{5 x^{2}}{2 x y-3} \),2134.0,,1911.0,220.0,,0.0
857,1097,Write the next term of an ascending integer linear sequence,171,Linear Sequences (nth term),B,"What is the next term of this linear sequence?
\[
3,9,15,21, \ldots
\]",\( 22 \),\( 27 \),\( 24 \),\( 28 \),834.0,,,,Sequences,1.0
858,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,B,"Problem P: \( (4+5)^{2}= \)
Problem Q: \( 4+5^{2}= \)

Which calculation should you do first in each problem?","Problem P: \( 4+5 \)
Problem Q: \( 4+5 \)","Problem P: \( 4+5 \)
Problem Q: \( 5^{2} \)","Problem P: \( 5^{2} \)
Problem Q: \( 4+5 \)","Problem P: \( 5^{2} \)
Problem Q: \( 5^{2} \)",1507.0,,,2488.0,,0.0
859,1482,"Solve linear equations with the variable appearing on both sides, with all positive integers",64,Linear Equations,B,"Solve the equation:
\(12 d-3=6 d+3\)",\( d=0 \),\( d=1 \),\( d=-1 \),\( d=\frac{1}{3} \),1924.0,,1214.0,1214.0,Algebra,1.0
860,255,Carry out subtraction problems involving one negative integer,211,Adding and Subtracting Negative Numbers,D,\( (-3)-5= \),\( 2 \),\( -2 \),\( 8 \),\( -8 \),1435.0,,1435.0,,,0.0
863,440,Multiply proper fractions in the form: Fraction × Integer,231,Multiplying Fractions,A,\( \frac{1}{2} \times 3= \),\( \frac{3}{2} \),\( 3 \frac{1}{2} \),\( \frac{3}{6} \),\( \frac{1}{6} \),,1416.0,408.0,1374.0,Fractions,1.0
867,1408,Expand two brackets with linear terms in the form (x + a)²,51,Expanding Double Brackets,A,Which of the following answers shows a correct expansion and simplification of the expression below? \( (x-4)^{2} \),\( x^{2}-8 x+16 \),\( x^{2}+16 \),\( x^{2}-16 \),\( x^{2}-8 x-16 \),,1872.0,,1597.0,Algebra,1.0
868,88,Recognise and use efficient strategies for mental addition,203,Mental Addition and Subtraction,B,"This is how Ron calculates the answer to \( 46+28 \) mentally ""\( 46+20 \) is equal to \( 66 \). Then I am going to add on the \( 8\). \(66+8=74 \)"" Ron uses the same method to calculate \( 37+56 \). Which of the following shows how he would do this?",\( \begin{array}{c}37+6=43 \\ 43+50=93\end{array} \),\( \begin{array}{c}37+50=87 \\ 87+6=93\end{array} \),\( \begin{array}{c}30+50=80 \\ 7+6=13 \\ 80+13=93\end{array} \),\( \begin{array}{c}7+6=13 \\ 30+13=43 \\ 43+50=93\end{array} \),2438.0,,2438.0,2438.0,,0.0
